frame.number,frame.time_relative,wlan.ra,wlan.ta
46,0.297287000,00:00:00:00:00:08,00:00:00:00:00:03
71,0.314954000,00:00:00:00:00:08,00:00:00:00:00:04
79,0.327423000,00:00:00:00:00:08,00:00:00:00:00:03
116,0.783897000,00:00:00:00:00:08,00:00:00:00:00:03
119,0.785648000,00:00:00:00:00:08,00:00:00:00:00:03
280,1.536362000,00:00:00:00:00:08,00:00:00:00:00:04
330,2.470224000,00:00:00:00:00:08,00:00:00:00:00:04
332,2.471402000,00:00:00:00:00:08,00:00:00:00:00:03
334,2.568707000,00:00:00:00:00:08,00:00:00:00:00:04
336,2.595707000,00:00:00:00:00:08,00:00:00:00:00:04
344,2.741706000,00:00:00:00:00:08,00:00:00:00:00:04
386,3.469544000,00:00:00:00:00:08,00:00:00:00:00:03
387,3.470416000,00:00:00:00:00:08,00:00:00:00:00:04
389,3.471473000,00:00:00:00:00:08,00:00:00:00:00:03
431,4.470422000,00:00:00:00:00:08,00:00:00:00:00:03
433,4.474478000,00:00:00:00:00:08,00:00:00:00:00:04
473,5.469404000,00:00:00:00:00:08,00:00:00:00:00:03
475,5.470783000,00:00:00:00:00:08,00:00:00:00:00:04
517,6.469384000,00:00:00:00:00:08,00:00:00:00:00:03
519,6.470803000,00:00:00:00:00:08,00:00:00:00:00:04
563,7.472340000,00:00:00:00:00:08,00:00:00:00:00:03
565,7.473439000,00:00:00:00:00:08,00:00:00:00:00:04
609,8.470842000,00:00:00:00:00:08,00:00:00:00:00:04
611,8.472140000,00:00:00:00:00:08,00:00:00:00:00:03
653,9.470484000,00:00:00:00:00:08,00:00:00:00:00:03
654,9.471056000,00:00:00:00:00:08,00:00:00:00:00:04
656,9.474331000,00:00:00:00:00:08,00:00:00:00:00:03
657,9.480364000,00:00:00:00:00:08,00:00:00:00:00:03
697,10.469904000,00:00:00:00:00:08,00:00:00:00:00:04
699,10.470962000,00:00:00:00:00:08,00:00:00:00:00:03
740,11.469564000,00:00:00:00:00:08,00:00:00:00:00:03
742,11.470603000,00:00:00:00:00:08,00:00:00:00:00:04
784,12.469324000,00:00:00:00:00:08,00:00:00:00:00:03
786,12.471760000,00:00:00:00:00:08,00:00:00:00:00:04
830,13.470084000,00:00:00:00:00:08,00:00:00:00:00:03
831,13.470856000,00:00:00:00:00:08,00:00:00:00:00:04
833,13.476228000,00:00:00:00:00:08,00:00:00:00:00:03
877,14.469384000,00:00:00:00:00:08,00:00:00:00:00:04
879,14.471640000,00:00:00:00:00:08,00:00:00:00:00:03
923,15.469424000,00:00:00:00:00:08,00:00:00:00:00:04
924,15.470022000,00:00:00:00:00:08,00:00:00:00:00:03
925,15.473574000,00:00:00:00:00:08,00:00:00:00:00:03
927,15.475910000,00:00:00:00:00:08,00:00:00:00:00:04
972,16.469564000,00:00:00:00:00:08,00:00:00:00:00:04
974,16.472199000,00:00:00:00:00:08,00:00:00:00:00:03
975,16.475832000,00:00:00:00:00:08,00:00:00:00:00:03
1015,17.470084000,00:00:00:00:00:08,00:00:00:00:00:03
1017,17.473399000,00:00:00:00:00:08,00:00:00:00:00:04
1058,18.470004000,00:00:00:00:00:08,00:00:00:00:00:03
1059,18.470496000,00:00:00:00:00:08,00:00:00:00:00:04
1061,18.474451000,00:00:00:00:00:08,00:00:00:00:00:03
1062,18.475868000,00:00:00:00:00:08,00:00:00:00:00:03
1106,19.474737000,00:00:00:00:00:08,00:00:00:00:00:03
1108,19.476276000,00:00:00:00:00:08,00:00:00:00:00:04
1153,20.469404000,00:00:00:00:00:08,00:00:00:00:00:03
1155,20.471660000,00:00:00:00:00:08,00:00:00:00:00:04
1197,21.469364000,00:00:00:00:00:08,00:00:00:00:00:04
1199,21.470442000,00:00:00:00:00:08,00:00:00:00:00:03
1200,21.474834000,00:00:00:00:00:08,00:00:00:00:00:03
1240,22.470742000,00:00:00:00:00:08,00:00:00:00:00:04
1242,22.471980000,00:00:00:00:00:08,00:00:00:00:00:03
1282,23.469564000,00:00:00:00:00:08,00:00:00:00:00:03
1283,23.470416000,00:00:00:00:00:08,00:00:00:00:00:04
1285,23.475189000,00:00:00:00:00:08,00:00:00:00:00:03
1327,24.469664000,00:00:00:00:00:08,00:00:00:00:00:04
1329,24.472539000,00:00:00:00:00:08,00:00:00:00:00:03
1330,24.473396000,00:00:00:00:00:08,00:00:00:00:00:03
1372,25.469344000,00:00:00:00:00:08,00:00:00:00:00:04
1374,25.471619000,00:00:00:00:00:08,00:00:00:00:00:03
1375,25.472316000,00:00:00:00:00:08,00:00:00:00:00:03
1417,26.469324000,00:00:00:00:00:08,00:00:00:00:00:03
1419,26.473219000,00:00:00:00:00:08,00:00:00:00:00:04
1461,27.471900000,00:00:00:00:00:08,00:00:00:00:00:03
1463,27.473299000,00:00:00:00:00:08,00:00:00:00:00:04
1503,28.469544000,00:00:00:00:00:08,00:00:00:00:00:04
1505,28.472319000,00:00:00:00:00:08,00:00:00:00:00:03
1506,28.473216000,00:00:00:00:00:08,00:00:00:00:00:03
1546,29.469344000,00:00:00:00:00:08,00:00:00:00:00:04
1548,29.471699000,00:00:00:00:00:08,00:00:00:00:00:03
1549,29.473976000,00:00:00:00:00:08,00:00:00:00:00:03
1550,29.474673000,00:00:00:00:00:08,00:00:00:00:00:03
1594,30.469524000,00:00:00:00:00:08,00:00:00:00:00:04
1596,30.473038000,00:00:00:00:00:08,00:00:00:00:00:03
1640,31.469944000,00:00:00:00:00:08,00:00:00:00:00:03
1642,31.474556000,00:00:00:00:00:08,00:00:00:00:00:04
1686,32.469424000,00:00:00:00:00:08,00:00:00:00:00:03
1688,32.472120000,00:00:00:00:00:08,00:00:00:00:00:04
1689,32.473037000,00:00:00:00:00:08,00:00:00:00:00:04
1729,33.470482000,00:00:00:00:00:08,00:00:00:00:00:04
1731,33.472577000,00:00:00:00:00:08,00:00:00:00:00:03
1771,34.471580000,00:00:00:00:00:08,00:00:00:00:00:04
1773,34.474215000,00:00:00:00:00:08,00:00:00:00:00:03
1815,35.469544000,00:00:00:00:00:08,00:00:00:00:00:03
1816,35.470236000,00:00:00:00:00:08,00:00:00:00:00:04
1818,35.475847000,00:00:00:00:00:08,00:00:00:00:00:03
1860,36.469404000,00:00:00:00:00:08,00:00:00:00:00:03
1862,36.471860000,00:00:00:00:00:08,00:00:00:00:00:04
1902,37.469784000,00:00:00:00:00:08,00:00:00:00:00:04
1904,37.470922000,00:00:00:00:00:08,00:00:00:00:00:03
1944,38.469564000,00:00:00:00:00:08,00:00:00:00:00:04
1946,38.473038000,00:00:00:00:00:08,00:00:00:00:00:03
1990,39.469344000,00:00:00:00:00:08,00:00:00:00:00:04
1992,39.470562000,00:00:00:00:00:08,00:00:00:00:00:03
2036,40.469544000,00:00:00:00:00:08,00:00:00:00:00:04
2038,40.473238000,00:00:00:00:00:08,00:00:00:00:00:03
2082,41.469364000,00:00:00:00:00:08,00:00:00:00:00:03
2084,41.470443000,00:00:00:00:00:08,00:00:00:00:00:04
2126,42.469964000,00:00:00:00:00:08,00:00:00:00:00:04
2128,42.472319000,00:00:00:00:00:08,00:00:00:00:00:03
2129,42.474016000,00:00:00:00:00:08,00:00:00:00:00:03
2169,43.469364000,00:00:00:00:00:08,00:00:00:00:00:03
2171,43.473259000,00:00:00:00:00:08,00:00:00:00:00:04
2213,44.470024000,00:00:00:00:00:08,00:00:00:00:00:03
2214,44.470841000,00:00:00:00:00:08,00:00:00:00:00:03
2216,44.472140000,00:00:00:00:00:08,00:00:00:00:00:04
2258,45.469864000,00:00:00:00:00:08,00:00:00:00:00:04
2260,45.470962000,00:00:00:00:00:08,00:00:00:00:00:03
2300,46.471202000,00:00:00:00:00:08,00:00:00:00:00:03
2302,46.473299000,00:00:00:00:00:08,00:00:00:00:00:04
2343,47.469824000,00:00:00:00:00:08,00:00:00:00:00:03
2345,47.471960000,00:00:00:00:00:08,00:00:00:00:00:04
2387,48.472280000,00:00:00:00:00:08,00:00:00:00:00:03
2389,48.474516000,00:00:00:00:00:08,00:00:00:00:00:04
2432,49.469544000,00:00:00:00:00:08,00:00:00:00:00:04
2434,49.472239000,00:00:00:00:00:08,00:00:00:00:00:03
2435,49.476712000,00:00:00:00:00:08,00:00:00:00:00:03
2477,50.470084000,00:00:00:00:00:08,00:00:00:00:00:04
2479,50.471362000,00:00:00:00:00:08,00:00:00:00:00:03
2480,50.474131000,00:00:00:00:00:08,00:00:00:00:00:03
2522,51.469664000,00:00:00:00:00:08,00:00:00:00:00:04
2524,51.474297000,00:00:00:00:00:08,00:00:00:00:00:03
2566,52.469824000,00:00:00:00:00:08,00:00:00:00:00:03
2568,52.473279000,00:00:00:00:00:08,00:00:00:00:00:04
2610,53.469864000,00:00:00:00:00:08,00:00:00:00:00:04
2612,53.472320000,00:00:00:00:00:08,00:00:00:00:00:03
2654,54.471282000,00:00:00:00:00:08,00:00:00:00:00:04
2656,54.472320000,00:00:00:00:00:08,00:00:00:00:00:03
2698,55.469504000,00:00:00:00:00:08,00:00:00:00:00:03
2700,55.474118000,00:00:00:00:00:08,00:00:00:00:00:04
2740,56.469884000,00:00:00:00:00:08,00:00:00:00:00:04
2742,56.472259000,00:00:00:00:00:08,00:00:00:00:00:03
2743,56.475775000,00:00:00:00:00:08,00:00:00:00:00:03
2785,57.469524000,00:00:00:00:00:08,00:00:00:00:00:03
2787,57.474196000,00:00:00:00:00:08,00:00:00:00:00:04
2829,58.470402000,00:00:00:00:00:08,00:00:00:00:00:04
2831,58.473097000,00:00:00:00:00:08,00:00:00:00:00:03
2871,59.470104000,00:00:00:00:00:08,00:00:00:00:00:03
2872,59.470616000,00:00:00:00:00:08,00:00:00:00:00:04
2874,59.473311000,00:00:00:00:00:08,00:00:00:00:00:03
2916,60.470422000,00:00:00:00:00:08,00:00:00:00:00:03
2917,60.472040000,00:00:00:00:00:08,00:00:00:00:00:03
2919,60.474556000,00:00:00:00:00:08,00:00:00:00:00:04
2962,61.469804000,00:00:00:00:00:08,00:00:00:00:00:04
2964,61.472419000,00:00:00:00:00:08,00:00:00:00:00:03
2965,61.475395000,00:00:00:00:00:08,00:00:00:00:00:03
3007,62.469904000,00:00:00:00:00:08,00:00:00:00:00:04
3009,62.472200000,00:00:00:00:00:08,00:00:00:00:00:03
3052,63.471740000,00:00:00:00:00:08,00:00:00:00:00:04
3054,63.472777000,00:00:00:00:00:08,00:00:00:00:00:03
3096,64.469884000,00:00:00:00:00:08,00:00:00:00:00:04
3098,64.472159000,00:00:00:00:00:08,00:00:00:00:00:03
3099,64.474536000,00:00:00:00:00:08,00:00:00:00:00:03
3100,64.477272000,00:00:00:00:00:08,00:00:00:00:00:03
3142,65.469624000,00:00:00:00:00:08,00:00:00:00:00:04
3144,65.470642000,00:00:00:00:00:08,00:00:00:00:00:03
3186,66.469764000,00:00:00:00:00:08,00:00:00:00:00:04
3188,66.472260000,00:00:00:00:00:08,00:00:00:00:00:03
3230,67.471620000,00:00:00:00:00:08,00:00:00:00:00:03
3232,67.474456000,00:00:00:00:00:08,00:00:00:00:00:04
3272,68.469684000,00:00:00:00:00:08,00:00:00:00:00:03
3274,68.470723000,00:00:00:00:00:08,00:00:00:00:00:04
3314,69.469824000,00:00:00:00:00:08,00:00:00:00:00:03
3316,69.474538000,00:00:00:00:00:08,00:00:00:00:00:04
3360,70.470762000,00:00:00:00:00:08,00:00:00:00:00:03
3362,70.474318000,00:00:00:00:00:08,00:00:00:00:00:04
3406,71.469564000,00:00:00:00:00:08,00:00:00:00:00:04
3408,71.472359000,00:00:00:00:00:08,00:00:00:00:00:03
3409,71.474076000,00:00:00:00:00:08,00:00:00:00:00:03
3453,72.469344000,00:00:00:00:00:08,00:00:00:00:00:03
3455,72.473139000,00:00:00:00:00:08,00:00:00:00:00:04
3497,73.469344000,00:00:00:00:00:08,00:00:00:00:00:04
3499,73.474197000,00:00:00:00:00:08,00:00:00:00:00:03
3539,74.469584000,00:00:00:00:00:08,00:00:00:00:00:04
3541,74.470602000,00:00:00:00:00:08,00:00:00:00:00:03
3583,75.469724000,00:00:00:00:00:08,00:00:00:00:00:03
3584,75.470716000,00:00:00:00:00:08,00:00:00:00:00:04
3586,75.476387000,00:00:00:00:00:08,00:00:00:00:00:03
3628,76.472020000,00:00:00:00:00:08,00:00:00:00:00:03
3630,76.474516000,00:00:00:00:00:08,00:00:00:00:00:04
3672,77.469784000,00:00:00:00:00:08,00:00:00:00:00:03
3674,77.473259000,00:00:00:00:00:08,00:00:00:00:00:04
3716,78.472020000,00:00:00:00:00:08,00:00:00:00:00:03
3718,78.474556000,00:00:00:00:00:08,00:00:00:00:00:04
3760,79.470942000,00:00:00:00:00:08,00:00:00:00:00:04
3762,79.473237000,00:00:00:00:00:08,00:00:00:00:00:03
3804,80.469444000,00:00:00:00:00:08,00:00:00:00:00:03
3805,80.471439000,00:00:00:00:00:08,00:00:00:00:00:04
3806,80.472477000,00:00:00:00:00:08,00:00:00:00:00:04
3808,80.474592000,00:00:00:00:00:08,00:00:00:00:00:03
3848,81.470582000,00:00:00:00:00:08,00:00:00:00:00:03
3850,81.472979000,00:00:00:00:00:08,00:00:00:00:00:04
3891,82.470464000,00:00:00:00:00:08,00:00:00:00:00:03
3892,82.470996000,00:00:00:00:00:08,00:00:00:00:00:04
3894,82.474191000,00:00:00:00:00:08,00:00:00:00:00:03
3936,83.470682000,00:00:00:00:00:08,00:00:00:00:00:04
3938,83.471800000,00:00:00:00:00:08,00:00:00:00:00:03
3982,84.469404000,00:00:00:00:00:08,00:00:00:00:00:03
3984,84.474358000,00:00:00:00:00:08,00:00:00:00:00:04
4028,85.469364000,00:00:00:00:00:08,00:00:00:00:00:03
4029,85.471096000,00:00:00:00:00:08,00:00:00:00:00:04
4031,85.473452000,00:00:00:00:00:08,00:00:00:00:00:03
4032,85.480428000,00:00:00:00:00:08,00:00:00:00:00:03
4072,86.469444000,00:00:00:00:00:08,00:00:00:00:00:04
4074,86.473218000,00:00:00:00:00:08,00:00:00:00:00:03
4114,87.469884000,00:00:00:00:00:08,00:00:00:00:00:04
4116,87.473158000,00:00:00:00:00:08,00:00:00:00:00:03
4160,88.470742000,00:00:00:00:00:08,00:00:00:00:00:03
4162,88.472879000,00:00:00:00:00:08,00:00:00:00:00:04
4206,89.469464000,00:00:00:00:00:08,00:00:00:00:00:03
4208,89.470643000,00:00:00:00:00:08,00:00:00:00:00:04
4252,90.469524000,00:00:00:00:00:08,00:00:00:00:00:03
4254,90.471940000,00:00:00:00:00:08,00:00:00:00:00:04
4294,91.469384000,00:00:00:00:00:08,00:00:00:00:00:03
4295,91.470361000,00:00:00:00:00:08,00:00:00:00:00:03
4297,91.472478000,00:00:00:00:00:08,00:00:00:00:00:04
4337,92.469744000,00:00:00:00:00:08,00:00:00:00:00:03
4338,92.470736000,00:00:00:00:00:08,00:00:00:00:00:04
4340,92.476567000,00:00:00:00:00:08,00:00:00:00:00:03
4382,93.471920000,00:00:00:00:00:08,00:00:00:00:00:03
4384,93.474356000,00:00:00:00:00:08,00:00:00:00:00:04
4426,94.471162000,00:00:00:00:00:08,00:00:00:00:00:04
4428,94.472280000,00:00:00:00:00:08,00:00:00:00:00:03
4429,94.475756000,00:00:00:00:00:08,00:00:00:00:00:03
4469,95.472040000,00:00:00:00:00:08,00:00:00:00:00:03
4471,95.474176000,00:00:00:00:00:08,00:00:00:00:00:04
4513,96.470882000,00:00:00:00:00:08,00:00:00:00:00:04
4515,96.473217000,00:00:00:00:00:08,00:00:00:00:00:03
4557,97.469664000,00:00:00:00:00:08,00:00:00:00:00:03
4559,97.472081000,00:00:00:00:00:08,00:00:00:00:00:04
4599,98.470024000,00:00:00:00:00:08,00:00:00:00:00:03
4600,98.470896000,00:00:00:00:00:08,00:00:00:00:00:04
4602,98.476908000,00:00:00:00:00:08,00:00:00:00:00:03
4645,99.469404000,00:00:00:00:00:08,00:00:00:00:00:03
4646,99.470116000,00:00:00:00:00:08,00:00:00:00:00:04
4648,99.475447000,00:00:00:00:00:08,00:00:00:00:00:03
4690,100.469424000,00:00:00:00:00:08,00:00:00:00:00:03
4692,100.471740000,00:00:00:00:00:08,00:00:00:00:00:04
4734,101.469944000,00:00:00:00:00:08,00:00:00:00:00:03
4735,101.470796000,00:00:00:00:00:08,00:00:00:00:00:04
4737,101.476187000,00:00:00:00:00:08,00:00:00:00:00:03
4779,102.470044000,00:00:00:00:00:08,00:00:00:00:00:04
4781,102.472119000,00:00:00:00:00:08,00:00:00:00:00:03
4782,102.474596000,00:00:00:00:00:08,00:00:00:00:00:03
4824,103.472100000,00:00:00:00:00:08,00:00:00:00:00:04
4826,103.474315000,00:00:00:00:00:08,00:00:00:00:00:03
4868,104.472000000,00:00:00:00:00:08,00:00:00:00:00:03
4870,104.474556000,00:00:00:00:00:08,00:00:00:00:00:04
4910,105.469704000,00:00:00:00:00:08,00:00:00:00:00:03
4911,105.470316000,00:00:00:00:00:08,00:00:00:00:00:04
4913,105.472711000,00:00:00:00:00:08,00:00:00:00:00:03
4955,106.470642000,00:00:00:00:00:08,00:00:00:00:00:03
4957,106.474378000,00:00:00:00:00:08,00:00:00:00:00:04
4996,107.469384000,00:00:00:00:00:08,00:00:00:00:00:03
4998,107.474336000,00:00:00:00:00:08,00:00:00:00:00:04
5034,108.469684000,00:00:00:00:00:08,00:00:00:00:00:03
5035,108.471116000,00:00:00:00:00:08,00:00:00:00:00:04
5037,108.472453000,00:00:00:00:00:08,00:00:00:00:00:03
5075,109.471880000,00:00:00:00:00:08,00:00:00:00:00:04
5077,109.474235000,00:00:00:00:00:08,00:00:00:00:00:03
5112,110.472140000,00:00:00:00:00:08,00:00:00:00:00:03
5114,110.474436000,00:00:00:00:00:08,00:00:00:00:00:04
5146,111.470422000,00:00:00:00:00:08,00:00:00:00:00:03
5148,111.474258000,00:00:00:00:00:08,00:00:00:00:00:04
5180,112.469964000,00:00:00:00:00:08,00:00:00:00:00:03
5181,112.470836000,00:00:00:00:00:08,00:00:00:00:00:04
5183,112.474871000,00:00:00:00:00:08,00:00:00:00:00:03
5184,112.480006000,00:00:00:00:00:08,00:00:00:00:00:03
5216,113.470004000,00:00:00:00:00:08,00:00:00:00:00:03
5218,113.472241000,00:00:00:00:00:08,00:00:00:00:00:04
5250,114.469364000,00:00:00:00:00:08,00:00:00:00:00:03
5252,114.473019000,00:00:00:00:00:08,00:00:00:00:00:04
5284,115.469844000,00:00:00:00:00:08,00:00:00:00:00:04
5286,115.473158000,00:00:00:00:00:08,00:00:00:00:00:03
5318,116.470024000,00:00:00:00:00:08,00:00:00:00:00:03
5320,116.471243000,00:00:00:00:00:08,00:00:00:00:00:04
5321,116.476888000,00:00:00:00:00:08,00:00:00:00:00:04
5353,117.470842000,00:00:00:00:00:08,00:00:00:00:00:03
5355,117.474538000,00:00:00:00:00:08,00:00:00:00:00:04
5387,118.469424000,00:00:00:00:00:08,00:00:00:00:00:03
5388,118.470416000,00:00:00:00:00:08,00:00:00:00:00:04
5390,118.473031000,00:00:00:00:00:08,00:00:00:00:00:03
5423,119.469324000,00:00:00:00:00:08,00:00:00:00:00:03
5425,119.474116000,00:00:00:00:00:08,00:00:00:00:00:04
5457,120.470244000,00:00:00:00:00:08,00:00:00:00:00:04
5459,120.471482000,00:00:00:00:00:08,00:00:00:00:00:03
5460,120.475634000,00:00:00:00:00:08,00:00:00:00:00:03
5497,121.469884000,00:00:00:00:00:08,00:00:00:00:00:03
5498,121.470616000,00:00:00:00:00:08,00:00:00:00:00:04
5500,121.475549000,00:00:00:00:00:08,00:00:00:00:00:03
5527,122.471830000,00:00:00:00:00:08,00:00:00:00:00:04
5548,122.726671000,00:00:00:00:00:08,00:00:00:00:00:03
5550,122.729328000,00:00:00:00:00:08,00:00:00:00:00:03
5617,123.469424000,00:00:00:00:00:08,00:00:00:00:00:03
5619,123.473179000,00:00:00:00:00:08,00:00:00:00:00:04
5654,124.470422000,00:00:00:00:00:08,00:00:00:00:00:03
5656,124.471521000,00:00:00:00:00:08,00:00:00:00:00:04
5703,125.469384000,00:00:00:00:00:08,00:00:00:00:00:04
5705,125.474095000,00:00:00:00:00:08,00:00:00:00:00:03
5765,126.469984000,00:00:00:00:00:08,00:00:00:00:00:04
5767,126.471022000,00:00:00:00:00:08,00:00:00:00:00:03
5820,127.469384000,00:00:00:00:00:08,00:00:00:00:00:03
5821,127.470281000,00:00:00:00:00:08,00:00:00:00:00:03
5823,127.472617000,00:00:00:00:00:08,00:00:00:00:00:04
5871,128.469864000,00:00:00:00:00:08,00:00:00:00:00:04
5873,128.473198000,00:00:00:00:00:08,00:00:00:00:00:03
5917,129.469564000,00:00:00:00:00:08,00:00:00:00:00:04
5919,129.471959000,00:00:00:00:00:08,00:00:00:00:00:03
5967,130.471940000,00:00:00:00:00:08,00:00:00:00:00:03
5969,130.473139000,00:00:00:00:00:08,00:00:00:00:00:04
6021,131.469404000,00:00:00:00:00:08,00:00:00:00:00:03
6022,131.470156000,00:00:00:00:00:08,00:00:00:00:00:04
6024,131.473271000,00:00:00:00:00:08,00:00:00:00:00:03
